Gender,First Name (Devanagari),Middle Name (Devanagari),Last Name (Devanagari),First Name (Roman),Middle Name (Roman),Last Name (Roman),Alternative Roman Spellings
0,श्याम,कुमारी,विरकट्टा,Shyam,Kumari,Virakatta,"Shyam K. Virakatta, Shyam Virakatt, Shyam Kumari Viraakaattaa"
0,असिया,,देवी,asiya,,devi,"asiya . devi, asiya devi, asiya  devi"
0,विष्णु,माया,खवास,Vishnu,Maya,Khawas,"Vishnu Khawa, Vishnu Maya Khawas, Vishnu Kawas"
1,बृज,आनन्द,मास्के,Brij,Anand,Maske,"Brij Mask, Brij Anand Maske, Brij Anand Maaske"
0,निकिता,,लामा,Nikita,,Lama,"Nikita Lam, N. Lama, Nikita  Laamaa"
0,चारी,देवी,उराँव,Chari,Devi,Oraon,"Chari D. Oraon, Chari Devi Oraaon, C. Oraon"
0,हेम,कुमारी,चुडाल,Hem,Kumari,Chudal,"Hem Chuda, Hem K. Chudal, Hem Cudal"
1,महीचन,,सहनी,Mahichan,,Sahni,"Mahichan Sani, M. Sahni, Mahichan Sahni"
1,राम,नगिना,नुनिया,Ram,Nagina,Nuniya,"Ram Nagina Nuniya, R. Nuniya, Ram Nagina Nuniyaa"
0,राम,दुलारी,ठाकुर,Ram,Dulari,Thakur,"Ram Dulari Thaakur, R. Thakur, Ram Dulari Thakur"
1,अकक्षित,,पाण्डेय,Akshit,,Pandey,"Akshit  Paandey, Akshit Pande, A. Pandey"
0,नन्दा,,शाही,nanda,,shahi,"nanda shah, nanda . shahi, nanda shahi"
0,कृति,,भण्डारी,Kriti,,Bhandar,"Kriti Bandar, Kriti  Bhandar, Kriti Bhandar"
1,गोपीलाल,पौडेल,खत्री,Gopilal,Paudel,Khatri,"Gopilal Katri, Gopilal Paudel Khatri, Gopilal P. Khatri"
0,फुल,,कुमारी,Full,,Kumari,"Full . Kumari, Full Kumari, Full  Kumaari"
1,एकिन्द्र,,राई,Ekinder,,Rai,"Ekinder Ra, Ekinder Rai, Ekinder . Rai"
0,निना,,भेटुवाल,Nina,,Bhetuwal,"Nina  Bhetuwaal, Nina . Bhetuwal, N. Bhetuwal"
1,वम,शंकर,यादव,Vam,Shankar,Yadav,"Vam S. Yadav, V. Yadav, Vam Yada"
0,हिरा,देवी,मगर,Hira,Devi,Magar,"Hira Magar, Hira Devi Maagaar, Hira Devi Magar"
0,मिना,,खत्री,Mina,,Khatri,"Mina Katri, Mina Khatr, Mina Khatri"
1,भगवान,,आलेमगर,Lord,,Alemargar,"Lord . Alemargar, Lord Alemarga, Lord  Alemargar"
1,सामियेन,,मरण्डी,samien,,marandi,"samien marandi, samien . marandi, samien  marandi"
0,सोनी,,शेर्पा,sony,,sherpa,"sony  sherpaa, sony sherp, sony  sherpa"
1,कृपाराम,,‌ओली,kruparam,,oli,"kruparam . oli, kruparam  oli, kruparam oli"
0,मिथिला,,चौधरी,Mithila,,Choudhary,"M. Choudhary, Mithila  Choudhary, Mithila  Choudhaary"
1,पुर्ण,बहादुर,भुजेल,Purna,Bahadur,Bhujel,"Purna Bhuje, P. Bhujel, Purna Bhujel"
0,धन,कुमारी,श्रेत्री,dhan,kumari,shretri,"d. shretri, dhan shretri, dhan kumari shretri"
0,भगवती,,भट्टराई,Bhagwati,,Bhattarai,"Bhagwati  Bhattarai, Bhagwati . Bhattarai, Bhagwati Bhattara"
1,खिल,नाथ,पहाडी,khilnath,,hill,"khilnath . hill, khilnath  hill, k. hill"
0,दिपा,,सापकोटा,Deepa,,Sapkota,"Deepa  Sapkota, D. Sapkota, Deepa . Sapkota"
0,निर्मला,,तामाङ,Nirmala,,Tamang,"Nirmala Taman, Nirmala Tamang, Nirmala  Tamang"
0,मिना,,सेन,Mina,,Sen,"M. Sen, Mina Se, Mina . Sen"
1,रेशम,राज,शर्मा,Resham,Raj,Sharma,"Resham R. Sharma, Resham Raj Sharma, Resham Sharma"
1,भगतराम,,थारु,Bhagatram,,Tharu,"Bhagatram Taru, Bhagatram . Tharu, Bhagatram Thar"
0,कमला,,के.सी,Kamla,,KC,"Kamla  KC, K. KC, Kamla K"
0,सुलोचन,,बस्नेत,Sulochan,,Basnet,"Sulochan  Basnet, Sulochan . Basnet, S. Basnet"
1,केशर,बहादुर,काउचा,Keshar,Bahadur,Coucha,"Keshar Couca, Keshar Couch, Keshar Bahadur Couchaa"
1,पन्च,विर,दनुवार,Panch,Vir,Danuwar,"Panch V. Danuwar, Panch Vir Daanuwaar, P. Danuwar"
0,शिला,,डगौरा,rock,,dagaura,"rock  dagaura, rock dagaur, rock dagaura"
0,कलमाया,,पुन,Kalmaya,,Pun,"Kalmaya Pun, Kalmaya  Pun, K. Pun"
0,मंजु,देवी,राम,Manju,Devi,Ram,"Manju Ram, Manju Ra, M. Ram"
1,राम,सेवक,राय,Ram,Sevak,Rai,"Ram Sevak Raai, Ram Sevak Rai, Ram S. Rai"
1,कृष्‍ण,कुमार,गुरुङ्ग,Krishna,Kumar,Gurung,"Krishna Gurung, Krishna K. Gurung, K. Gurung"
0,तारा,,खत्री,Tara,,Khatri,"Tara . Khatri, Tara Khatr, Tara  Khaatri"
0,लक्ष्मी,,धिताल,Lakshmi,,Dhital,"Lakshmi Dhita, Lakshmi Dhital, Lakshmi  Dhital"
1,विजय,,घलान,Vijay,,Ghalan,"Vijay . Ghalan, Vijay Ghala, Vijay  Ghaalaan"
0,विनिता,,राई,vinita,,rai,"vinita ra, vinita rai, v. rai"
0,दल,रानी,थारु,Dal,Rani,Tharu,"Dal Rani Thaaru, Dal Thar, Dal R. Tharu"
1,विरेन्द्र,कुमार,यादव,Virendra,Kumar,Yadav,"V. Yadav, Virendra K. Yadav, Virendra Kumar Yaadaav"
0,मेनुका,,श्रेष्‍ठ,manuka,,best,"manuka bes, manuka  best, manuka best"
0,चुडामाया,,श्रेष्‍ठ,chudamaya,,best,"chudamaya best, c. best, chudamaya  best"
1,प्रकाश,,पोख्रेल,Prakash,,Pokhrel,"Prakash Pokhrel, Prakash Pokhre, Prakash Pokrel"
1,इम,बहादुर,सारु,Im,Bahadur,Saru,"Im Bahadur Saru, Im B. Saru, Im Sar"
1,बजिरे,,आउजी,Bajire,,Aouji,"Bajire Aouji, Bajire  Aouji, Bajire . Aouji"
0,बालकिस्नी,,थारु,Balkisni,,Tharu,"Balkisni Thar, Balkisni  Tharu, Balkisni Taru"
0,भिम,कला,बस्नेत,Bhim,Kala,Basnet,"Bhim K. Basnet, B. Basnet, Bhim Kala Baasnet"
1,मान,बहादुर,वलि,Maan,Bahadur,Vali,"Maan B. Vali, Maan Val, Maan Bahadur Vali"
0,रम,कला,आले,Rum,Art,Niche,"Rum Niche, R. Niche, Rum Art Niche"
1,भरत,,ताम्राकार,bharat,,coppersmith,"bharat coppersmit, bharat coppersmith, bharat  coppersmith"
0,पिमा,दमाई,नेपाली,Pima,Damai,Nepali,"Pima Damai Nepali, Pima D. Nepali, Pima Nepal"
1,विर,बहादुर,तामाङ,Veer,Bahadur,Tamang,"Veer B. Tamang, Veer Taman, Veer Bahadur Tamang"
1,किर्ति,बहादुर,कार्की,Kirti,Bahadur,Karki,"Kirti Kark, Kirti Karki, Kirti Bahadur Karki"
1,निरज,,सिलवाल,Niraj,,Silwal,"Niraj  Silwal, N. Silwal, Niraj Silwal"
1,मोतीराम,,अधिकारी,Motiram,,Adhikari,"Motiram Adhikar, M. Adhikari, Motiram Adikari"
0,नाथो,देवी,मण्डल,Natho,Devi,Mandal,"Natho Mandal, Natho D. Mandal, Natho Manda"
1,गोपाल,,सुनार,Gopal,,Sunar,"G. Sunar, Gopal . Sunar, Gopal Suna"
1,आशिष,,गौतम,ashish,,gautam,"ashish . gautam, a. gautam, ashish  gautam"
1,दुखिया,कुमर,(दनुवार),sad,kumar,(danuwar),"sad (danuwar, s. (danuwar), sad k. (danuwar)"
1,विनोद,साह,तेली,Vinod,Shah,Teli,"Vinod Teli, V. Teli, Vinod Shah Teli"
1,उदय,राज,खत्री,Uday,Raj,Khatri,"Uday Katri, Uday Khatri, Uday R. Khatri"
0,रुपा,,कटुवाल,Rupa,,Katuwal,"Rupa . Katuwal, Rupa  Kaatuwaal, R. Katuwal"
1,प्रताप,,पुनमगर,Pratap,,Punmagar,"Pratap  Punmaagaar, Pratap  Punmagar, Pratap Punmagar"
1,नवराज,,पौडेल,Navraj,,Paudel,"N. Paudel, Navraj Paude, Navraj  Paudel"
1,प्रसादे,,थारु,Prasade,,Tharu,"Prasade  Tharu, Prasade  Thaaru, Prasade Tharu"
1,शुकराम,,महतो,Shukram,,Mahato,"Shukram  Maahaato, S. Mahato, Shukram  Mahato"
0,मन,कला,चलाउने,master,the,mind,"master the mind, master t. mind, m. mind"
1,रेशम,,नेपाली,Resham,,Nepali,"R. Nepali, Resham Nepal, Resham  Nepali"
0,दुर्गा,शर्मा,उपाध्याय,Durga,Sharma,Upadhyay,"Durga S. Upadhyay, Durga Sharma Upaadhyaay, D. Upadhyay"
0,असिया,,महतो,Asiya,,Mahato,"Asiya Mahat, Asiya Mahato, Asiya  Mahato"
1,हरि,प्रसाद,पौडेल,Hari,Prasad,Paudel,"Hari Prasad Paudel, Hari P. Paudel, Hari Prasad Paaudel"
0,कृष्ण,कुमारी,श्रेष्ठ,krishna,kumari,shrestha,"krishna sresta, krishna shrestha, krishna kumari shrestha"
1,विष्‍णु,,माझी,Vishnu,,Majhi,"Vishnu Majhi, Vishnu Maji, V. Majhi"
1,राम,,लुइटेल,Ram,,Luitel,"R. Luitel, Ram Luitel, Ram . Luitel"
1,दधि,राम,चौधरी,Dadhi,Ram,Choudhary,"D. Choudhary, Dadhi R. Choudhary, Dadhi Choudhar"
0,जानकी,कुमारी,पोख्रेल,Janaki,Kumari,Pokhrel,"Janaki K. Pokhrel, Janaki Pokhre, J. Pokhrel"
0,तेज,कुमारी,कार्की,Tej,Kumari,Karki,"T. Karki, Tej Kumari Kaarki, Tej Karki"
0,प्रेम,कुमारी,विशंखे,Prem,Kumari,Vishankh,"Prem Kumari Vishaankh, Prem Visank, Prem Kumari Vishankh"
1,भिम,प्रसाद,जैसी,Like,Bhim,Prasad,"Like B. Prasad, Like Prasa, L. Prasad"
1,गणेश,बहादुर,बम,Ganesh,Bahadur,Bam,"Ganesh Ba, Ganesh Bahadur Baam, Ganesh B. Bam"
0,रीता,,दमाई,Rita,,Damai,"Rita  Daamaai, Rita  Damai, Rita Dama"
1,प्रेम,बहादुर,गौचन,Prem,Bahadur,Gauchan,"Prem Bahadur Gaauchaan, Prem B. Gauchan, P. Gauchan"
1,बिष्णु,,सुनुवार,Bishnu,,Sunuwar,"Bishnu . Sunuwar, Bishnu Sunuwa, Bishnu  Sunuwar"
1,सुल्तान,मिया,अंसारी,Sultan,Miya,Ansari,"Sultan M. Ansari, Sultan Miya Ansaari, Sultan Ansar"
0,भागो,देवी,थारुनी,Run,Devi,Tharuni,"Run Devi Tharuni, Run D. Tharuni, R. Tharuni"
0,तिला,,घर्ति,Tilla,,Gharti,"Tilla  Ghaarti, Tilla . Gharti, T. Gharti"
0,नजबुन,,नेशा,Najbun,,Nesha,"Najbun . Nesha, Najbun Nesha, Najbun  Nesha"
1,राजेन्द्र,सिंह,धामी,Rajendra,Singh,Dhami,"Rajendra Dami, Rajendra Singh Dhaami, Rajendra Singh Dhami"
0,करुणा,,पौडेल,Karuna,,Paudel,"Karuna Paudel, K. Paudel, Karuna Paude"
1,धर्मान्नद,,जोशी,Dharmanand,,Joshi,"Dharmanand . Joshi, D. Joshi, Dharmanand Josh"
1,गणेश,बहादुर,लिम्वु,Ganesh,Bahadur,Limvu,"Ganesh Limv, Ganesh Limvu, Ganesh B. Limvu"
0,लक्ष्मी,,भट्टराई,Lakshmi,,Bhattarai,"Lakshmi Bhattarai, Lakshmi  Bhaattaaraai, L. Bhattarai"
0,सानु,माया,जिरेल,Sanu,Maya,Jirel,"Sanu Jirel, Sanu M. Jirel, Sanu Maya Jirel"
0,नुर,जहान,खातुन,Nur,Jahan,Khatun,"Nur Jahan Khaatun, N. Khatun, Nur Khatun"
1,धिरेन्‍द्र,मान,जोशी,Dhirendra,Mann,Joshi,"Dhirendra Joshi, Dhirendra Josh, Dhirendra Mann Joshi"
1,तिलक,बहादुर,थापा,Tilak,Bahadur,Thapa,"T. Thapa, Tilak Bahadur Thapa, Tilak Thap"
0,शान्ती,,गायक,peace,,singer,"peace singer, p. singer, peace  singer"
1,टीका,राम,न्‍यौपाने,Tika,Ram,Nyupane,"Tika Nyupan, Tika Nyupane, Tika Ram Nyupaane"
1,सुमन,,गिरी,Suman,,Giri,"Suman Gir, Suman  Giri, Suman . Giri"
1,पशुपती,थापा,श्रीस,Pashupati,Thapa,Sris,"Pashupati T. Sris, Pashupati Sris, Pashupati Sri"
1,साह,,महमद,Sah,,Mehmed,"Sah Memed, Sah Mehme, Sah . Mehmed"
0,जयकौरा,,सेजुवाल,Jaikoura,,Sejuwal,"Jaikoura . Sejuwal, Jaikoura  Sejuwal, Jaikoura Sejuwa"
0,बसन्तीदेवी,,कामी,Basanti,Devi,Kami,"B. Kami, Basanti Devi Kaami, Basanti Kami"
0,विष्णु,कुमारी,जैसी,like,Vishnu,Kumari,"like V. Kumari, l. Kumari, like Kumari"
0,टिका,देवी,क्षेत्री,Tika,Devi,Kshetri,"Tika Kshetri, T. Kshetri, Tika Kshetr"
0,धन,कु्मारी,लिम्बु,Dhan,Kumari,Limbu,"Dhan K. Limbu, Dhan Limb, Dhan Limbu"
0,मधु,देवी,रिषिदेव,Madhu,Devi,Rishidev,"Madhu Rishide, Madhu Devi Rishidev, Madhu D. Rishidev"
0,फुलेशरी,,देवी,phuleshri,,devi,"phuleshri dev, phuleshri  devi, phuleshri devi"
1,नेत्र,बहादुर,काउछा,Netra,Bahadur,Kaucha,"Netra Kauca, Netra Kauch, Netra Bahadur Kaauchaa"
0,भग,लक्षी,राई,भग,लक्षी,राई,"भ. राई, भग राई, भग लक्षी राई"
1,पुर्ण,बहादुर,लो,take,full,bravery,"take braver, take full braavery, take bravery"
1,एजाजुल,,अंसारी,Ejazul,,Ansari,"Ejazul  Ansaari, Ejazul  Ansari, E. Ansari"
0,हिमानी,,ओली,Himani,,Oli,"Himani . Oli, H. Oli, Himani  Oli"
0,जैबुन,,नेशा,Zaibun,,Nesha,"Zaibun  Nesha, Z. Nesha, Zaibun . Nesha"
0,मालती,देवी,झा,Malti,Devi,Jha,"Malti Devi Jhaa, Malti Jha, M. Jha"
1,दिनेश,कुमार,सरदार,Dinesh,Kumar,Sardar,"Dinesh Sardar, Dinesh K. Sardar, Dinesh Kumar Saardaar"
1,मिन,राज,भट्ट,Min,Raj,Bhatt,"Min Raj Bhaatt, Min Bhatt, Min Batt"
0,वाल,कुमारी,चन्द,Wal,Kumari,Chand,"Wal K. Chand, Wal Chan, Wal Cand"
1,शिव,राज,ढकाल,Shiv,Raj,Dhakal,"Shiv Dakal, Shiv Dhaka, S. Dhakal"
1,कन्हई,,तेली,Kanhai,,Teli,"Kanhai Teli, K. Teli, Kanhai  Teli"
0,ममता,,राजवंशी,Mamta,,Rajvanshi,"Mamta Rajvansh, Mamta  Rajvanshi, Mamta  Raajvaanshi"
0,हिरा,माया,लामा,Hira,Maya,Lama,"Hira Lama, Hira Maya Lama, H. Lama"
0,कर्मा,लमु,शेर्पा,Karma,Lamu,Sherpa,"Karma Sherp, Karma Serpa, K. Sherpa"
0,ठुली,माया,सुनार,thuli,maya,goldsmith,"thuli maya goldsmith, thuli goldsmith, t. goldsmith"
0,बाल,कुमारी,चौधरी,Bal,Kumari,Chowdhary,"Bal Kumari Chowdhaary, Bal Chowdhary, Bal Chowdhar"
1,सुरेश,कुमार,श्रेष्ठ,suresh,kumar,shrestha,"suresh shrestha, suresh kumar shresthaa, suresh kumar shrestha"
0,प्रेमशिला,,देवी,premshila,,devi,"premshila  devi, premshila dev, p. devi"
0,पुष्पा,,रैसाल,Pushpa,,Raisal,"Pushpa  Raisal, Pushpa Raisa, P. Raisal"
1,उपेन्द्र,,साह,Upendra,,Shah,"Upendra  Shaah, Upendra Sa, Upendra Sha"
0,भगवती,,बोहरा,Bhagwati,,Bohra,"B. Bohra, Bhagwati Bohra, Bhagwati  Bohra"
0,इन्दिरा,,बराल(भट्टराई),Indira,,Baral(Bhattarai),"Indira . Baral(Bhattarai), I. Baral(Bhattarai), Indira  Baral(Bhattarai)"
0,ग‌ंगा,कुमारी,राई,Ganga,Kumari,Rai,"Ganga Ra, Ganga Rai, Ganga Kumari Raai"
0,पस,कुमारी,गूरुङ्ग,Pas,Kumari,Gurung,"Pas Gurung, P. Gurung, Pas K. Gurung"
0,नगिया,देवी,लोहार,Nagia,Devi,Lohar,"N. Lohar, Nagia D. Lohar, Nagia Devi Lohar"
0,ठुली,माया,लामा,Thuli,Maya,Lama,"Thuli Lam, T. Lama, Thuli Maya Lama"
0,यमुना,अधिकारी,परियार,Yamuna,Adhikari,Pariyar,"Yamuna Adhikari Paariyaar, Y. Pariyar, Yamuna Pariya"
0,मत्र्जु,,कार्की,Matrzu,,Karki,"Matrzu . Karki, M. Karki, Matrzu  Kaarki"
0,रोजी,,महर्जन,daily,wage,earner,"daily wage eaarner, daily earne, d. earner"
1,कमल,घर्ति,मगर,Kamal,Gharti,Magar,"Kamal Magar, Kamal Maga, Kamal Gharti Magar"
1,रामबहादुर,,मण्डल,Ram,Bahadur,Mandal,"Ram Bahadur Maandaal, Ram Bahadur Mandal, Ram B. Mandal"
1,हरि,शरण,श्रेष्‍ठ,hari,sharan,shreshtha,"hari sharan shreshtha, hari shreshtha, hari shreshth"
1,अ‍ैयुव,,मिया,ayuv,,miya,"ayuv  miia, a. miya, ayuv  miyaa"
0,कविता,कुमारी,यादव,Kavita,Kumari,Yadav,"Kavita Yadav, Kavita Yada, Kavita K. Yadav"
0,रविया,देवी,थरुनी,Raviya,Devi,Tharuni,"Raviya D. Tharuni, Raviya Taruni, R. Tharuni"
1,करन,,कामी,Karan,,Kam,"Karan Ka, Karan Kam, Karan  Kam"
0,तबसुम,,खातुन,Tabassum,,Khatun,"Tabassum . Khatun, Tabassum  Khaatun, T. Khatun"
0,सुन्दरी,,घर्ती,beautiful,,heart,"beautiful eart, beautiful  heaart, beautiful hear"
0,तविजा,,खातुन,tawija,,khatun,"tawija khatu, tawija  khatun, tawija katun"
1,वेल,बहादुर,कामी,Well,brave,kami,"Well kami, Well kam, Well b. kami"
1,कृष्ण,,पुन,Krishna,,Pun,"Krishna  Pun, Krishna Pu, Krishna . Pun"
1,धर्म,जित,शाही,Dharma,Jit,Shahi,"Dharma Shahi, D. Shahi, Dharma Jit Shaahi"
1,लक्ष्मी,नारायण,खाँ,Laxmi,Narayan,Khan,"Laxmi Kan, Laxmi Kha, Laxmi Khan"
1,अमिर,कुमार,थापा,Aamir,Kumar,Thapa,"Aamir Thap, Aamir Kumar Thaapaa, A. Thapa"
1,राम,कृष्ण,मण्‍डल,Ram,Krishna,Mandal,"Ram Krishna Maandaal, R. Mandal, Ram Krishna Mandal"
1,पवन,लाल,उराँव,Pawan,Lal,Oraon,"Pawan Orao, Pawan Oraon, Pawan Lal Oraon"
0,गुञ्जा,कुमारी,थारु,Gunja,Kumari,Tharu,"Gunja Kumari Tharu, Gunja Taru, Gunja Kumari Thaaru"
0,पदम,कुमारी,ढकाल,Padam,Kumari,Dhakal,"Padam Kumari Dhaakaal, Padam Dhakal, P. Dhakal"
0,सावित्रि,श्रेष्ठ,घिमिरे,Savitri,Shrestha,Ghimire,"Savitri Shrestha Ghimire, Savitri Gimire, Savitri S. Ghimire"
1,राजु,कुमार,साह,Raju,Kumar,Sah,"Raju Kumar Sah, Raju K. Sah, R. Sah"
1,लाल,,पाध्याय,Lal,,Padhyay,"Lal  Padhyay, Lal . Padhyay, Lal  Padhiai"
1,सरोज,,थारु,Saroj,,Tharu,"Saroj  Tharu, Saroj  Thaaru, Saroj . Tharu"
0,मिन,कुमारी,थारु,Min,Kumari,Tharu,"Min Kumari Tharu, Min Tharu, M. Tharu"
1,पूर्ण,कुमार,लिम्बु,Purna,Kumar,Limbu,"Purna K. Limbu, Purna Kumar Limbu, P. Limbu"
0,रतन,देबी,कुमाल,Ratan,Debi,Kumal,"R. Kumal, Ratan Debi Kumaal, Ratan D. Kumal"
1,सोम,बहादुर,सिंजाली,Som,Bahadur,Sinjali,"Som B. Sinjali, Som Sinjali, Som Sinjal"
0,मैया,नानी,(कटेल),Mother,Nani,(Cattail),"M. (Cattail), Mother Nani (Cattail), Mother (Cattail"
0,सुधा,,तमाङ्ग,Sudha,,Tamang,"Sudha Tamang, Sudha . Tamang, S. Tamang"
0,गुमा,,खनाल,Guma,,Khanal,"G. Khanal, Guma  Khaanaal, Guma Khana"
1,दमन,,तामाङ्ग,Daman,,Tamang,"Daman  Tamang, Daman Tamang, Daman  Taamaang"
1,श्याम,,चौधरी,Shyam,,Choudhary,"Shyam Coudary, S. Choudhary, Shyam Choudhar"
0,मिना,,गुरुङ,meena,,gurung,"meena gurun, meena gurung, meena  gurung"
0,गंगा,,रिमाल,Ganga,,Rimal,"Ganga . Rimal, Ganga Rima, Ganga Rimal"
0,सारदा,देवि,थापा,Sarada,Devi,Thapa,"Sarada Devi Thaapaa, Sarada D. Thapa, Sarada Tapa"
1,खड्ग,बहादुर,खड्का,Khadga,Bahadur,Khadka,"Khadga Khadk, Khadga Bahadur Khadka, Khadga Kadka"
0,लोकी,देवी,गोराथोकी,Loki,Goddess,Gorathoki,"Loki Goratoki, Loki G. Gorathoki, Loki Gorathoki"
1,दल,वहादुर,तमाङ,team,brave,tamang,"team brave tamang, team taman, t. tamang"
0,कुरा,देवी,चन्द,Kura,Devi,Chand,"Kura Devi Chand, Kura Chand, Kura Devi Chaand"
0,छविमाया,,भट्टराई,Chhavimaya,,Bhattarai,"Chhavimaya  Bhaattaaraai, Chhavimaya . Bhattarai, Chhavimaya Bhattarai"
1,चक्र,वहादुर,चन्द,Chakra,Vahadur,Chand,"Chakra Chan, Chakra Vahadur Chaand, C. Chand"
0,सुनिता,भट्ट,अधिकारी,Sunita,Bhatt,Officer,"Sunita Bhatt Officer, Sunita Office, Sunita B. Officer"
